benchmark,size_label,size,type,line,end,name,function,share,seconds,hotness,excluded,in_main,in_timed_region
polybench/3mm,verify,STANDARD,function,377,382,pb_timer_stop,pb_timer_stop,3.206369960740327e-06,0.000124,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,loop,437,441,,print_array,0.0018122971890194137,0.070087,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,loop,438,441,,print_array,0.0018113404495956444,0.07005,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,function,434,443,print_array,print_array,0.0018122971890194137,0.070087,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,function,334,338,pb_report,pb_report,8.015924901850817e-07,3.1e-05,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,function,327,331,pb_emit,pb_emit,0.0008296223695192956,0.032084,MAYBE,True,False,False
polybench/adi,agent,default,function,237,241,polybench_alloc_data,polybench_alloc_data,9.584766610933024e-05,9e-06,MAYBE,True,False,False
polybench/adi,agent,default,function,225,234,xmalloc,xmalloc,9.584766610933024e-05,9e-06,MAYBE,True,False,False
polybench/adi,agent,default,function,466,513,main,main,1.0,0.093899,YES,False,False,False
polybench/adi,agent,default,loop,395,401,,init_array,0.07640123962981502,0.007174,MAYBE,True,False,False
polybench/adi,agent,default,loop,396,401,,init_array,0.07620954429759635,0.007156,MAYBE,True,False,False
polybench/adi,agent,default,function,392,402,init_array,init_array,0.07640123962981502,0.007174,MAYBE,True,False,False
polybench/adi,agent,default,function,355,357,pb_timer_start,pb_timer_start,1.064974067881447e-05,1e-06,MAYBE,True,False,False
polybench/adi,agent,default,loop,433,461,,kernel_adi,0.7436926910829722,0.069832,YES,False,False,False
polybench/adi,agent,default,loop,435,440,,kernel_adi,0.22649868475702617,0.021268,YES,False,False,False
polybench/adi,agent,default,loop,436,440,,kernel_adi,0.22434743713990565,0.021066,YES,False,False,False
polybench/adi,agent,default,loop,442,443,,kernel_adi,0.0010649740678814472,0.0001,MAYBE,False,False,False
polybench/adi,agent,default,loop,445,447,,kernel_adi,0.15252558600198085,0.014322,MAYBE,False,False,False
polybench/adi,agent,default,loop,446,447,,kernel_adi,0.1506405819018307,0.014145,MAYBE,False,False,False
polybench/adi,agent,default,loop,449,453,,kernel_adi,0.2118552913236563,0.019893,YES,False,False,False
polybench/adi,agent,default,loop,450,453,,kernel_adi,0.210034185667579,0.019722,YES,False,False,False
polybench/adi,agent,default,loop,455,456,,kernel_adi,0.00010649740678814472,1e-05,MAYBE,False,False,False
polybench/adi,agent,default,loop,458,460,,kernel_adi,0.15162035804428162,0.014237,MAYBE,False,False,False
polybench/adi,agent,default,loop,459,460,,kernel_adi,0.1499057497949925,0.014076,MAYBE,False,False,False
polybench/adi,agent,default,function,431,462,kernel_adi,kernel_adi,0.7436926910829722,0.069832,YES,False,False,False
polybench/adi,agent,default,function,359,364,pb_timer_stop,pb_timer_stop,0.00046858858986783674,4.4e-05,MAYBE,True,False,False
polybench/adi,agent,default,loop,414,418,,print_array,0.17918188692105347,0.016825,MAYBE,True,False,False
polybench/adi,agent,default,loop,415,418,,print_array,0.17896889210747718,0.016805,MAYBE,True,False,False
polybench/adi,agent,default,function,411,420,print_array,print_array,0.17918188692105347,0.016825,MAYBE,True,False,False
polybench/adi,agent,default,function,316,320,pb_report,pb_report,7.45481847517013e-05,7e-06,MAYBE,True,False,False
polybench/adi,agent,default,function,309,313,pb_emit,pb_emit,0.08345136795919018,0.007836,MAYBE,True,False,False
polybench/adi,verify,LARGE,function,237,241,polybench_alloc_data,polybench_alloc_data,1.7215558940134446e-06,1e-05,MAYBE,True,False,False
polybench/adi,verify,LARGE,function,225,234,xmalloc,xmalloc,1.7215558940134446e-06,1e-05,MAYBE,True,False,False
polybench/adi,verify,LARGE,function,466,513,main,main,1.0,5.808699,YES,False,False,False
polybench/adi,verify,LARGE,loop,395,401,,init_array,0.02010260817439499,0.11677,MAYBE,True,False,False
polybench/adi,verify,LARGE,loop,396,401,,init_array,0.020089352194011086,0.116693,MAYBE,True,False,False
polybench/adi,verify,LARGE,function,392,402,init_array,init_array,0.02010260817439499,0.11677,MAYBE,True,False,False
polybench/adi,verify,LARGE,function,355,357,pb_timer_start,pb_timer_start,1.7215558940134442e-07,1e-06,MAYBE,True,False,False
polybench/adi,verify,LARGE,loop,433,461,,kernel_adi,0.9309298002874655,5.407491,YES,False,False,False
polybench/adi,verify,LARGE,loop,435,440,,kernel_adi,0.28659739470060336,1.664758,YES,False,False,False
polybench/adi,verify,LARGE,loop,436,440,,kernel_adi,0.28602101778728767,1.66141,YES,False,False,False
polybench/adi,verify,LARGE,loop,442,443,,kernel_adi,0.0005541688422829277,0.003219,MAYBE,False,False,False
polybench/adi,verify,LARGE,loop,445,447,,kernel_adi,0.18715154632732736,1.087107,MAYBE,False,False,False
polybench/adi,verify,LARGE,loop,446,447,,kernel_adi,0.1865834328823029,1.083807,MAYBE,False,False,False
polybench/adi,verify,LARGE,loop,449,453,,kernel_adi,0.2712631520414468,1.575686,YES,False,False,False
polybench/adi,verify,LARGE,loop,450,453,,kernel_adi,0.27068143830485963,1.572307,YES,False,False,False
polybench/adi,verify,LARGE,loop,455,456,,kernel_adi,4.321105293973745e-05,0.000251,MAYBE,False,False,False
polybench/adi,verify,LARGE,loop,458,460,,kernel_adi,0.18531705636666662,1.076451,MAYBE,False,False,False
polybench/adi,verify,LARGE,loop,459,460,,kernel_adi,0.18475496836727123,1.073186,MAYBE,False,False,False
polybench/adi,verify,LARGE,function,431,462,kernel_adi,kernel_adi,0.9309299724430549,5.407492,YES,False,False,False
polybench/adi,verify,LARGE,function,359,364,pb_timer_stop,pb_timer_stop,1.8420648065943855e-05,0.000107,MAYBE,True,False,False
polybench/adi,verify,LARGE,loop,414,418,,print_array,0.04757605790900855,0.276355,MAYBE,True,False,False
polybench/adi,verify,LARGE,loop,415,418,,print_array,0.04756486779569745,0.27629,MAYBE,True,False,False
polybench/adi,verify,LARGE,function,411,420,print_array,print_array,0.04757605790900855,0.276355,MAYBE,True,False,False
polybench/adi,verify,LARGE,function,316,320,pb_report,pb_report,4.992512092638988e-06,2.9e-05,MAYBE,True,False,False
polybench/adi,verify,LARGE,function,309,313,pb_emit,pb_emit,0.022517090315748844,0.130795,MAYBE,True,False,False
polybench/atax,agent,default,function,237,241,polybench_alloc_data,polybench_alloc_data,0.002326934264107039,8e-06,MAYBE,True,False,False
polybench/atax,agent,default,function,225,234,xmalloc,xmalloc,0.002036067481093659,7e-06,MAYBE,True,False,False
polybench/atax,agent,default,function,443,495,main,main,1.0,0.003438,YES,False,False,False
polybench/atax,agent,default,loop,394,395,,init_array,0.00029086678301337986,1e-06,MAYBE,True,False,False
polybench/atax,agent,default,loop,396,398,,init_array,0.6116928446771378,0.002103,YES,True,False,False
polybench/atax,agent,default,loop,397,398,,init_array,0.6070389761489238,0.002087,YES,True,False,False
polybench/atax,agent,default,function,391,399,init_array,init_array,0.6119837114601512,0.002104,YES,True,False,False
polybench/atax,agent,default,function,355,357,pb_timer_start,pb_timer_start,0.00029086678301337986,1e-06,MAYBE,True,False,False
polybench/atax,agent,default,loop,429,430,,kernel_atax,0.0011634671320535194,4e-06,MAYBE,False,False,False
polybench/atax,agent,default,loop,431,438,,kernel_atax,0.3624200116346713,0.001246,YES,False,False,False
polybench/atax,agent,default,loop,434,435,,kernel_atax,0.18121000581733565,0.000623,MAYBE,False,False,False
polybench/atax,agent,default,loop,436,437,,kernel_atax,0.16986620127981383,0.000584,MAYBE,False,False,False
polybench/atax,agent,default,function,427,439,kernel_atax,kernel_atax,0.36358347876672487,0.00125,YES,False,False,False
polybench/atax,agent,default,function,359,364,pb_timer_stop,pb_timer_stop,0.004363001745200698,1.5e-05,MAYBE,True,False,False
polybench/atax,agent,default,loop,411,414,,print_array,0.014834205933682372,5.1e-05,MAYBE,True,False,False
polybench/atax,agent,default,function,408,416,print_array,print_array,0.015125072716695751,5.2e-05,MAYBE,True,False,False
polybench/atax,agent,default,function,316,320,pb_report,pb_report,0.0011634671320535194,4e-06,MAYBE,True,False,False
polybench/atax,agent,default,function,309,313,pb_emit,pb_emit,0.009889470622454915,3.4e-05,MAYBE,True,False,False
polybench/bicg,agent,default,function,237,241,polybench_alloc_data,polybench_alloc_data,0.0025502975347123833,9e-06,MAYBE,True,False,False
polybench/bicg,agent,default,function,225,234,xmalloc,xmalloc,0.0022669311419665624,8e-06,MAYBE,True,False,False
polybench/bicg,agent,default,function,453,512,main,main,1.0,0.003529,YES,False,False,False
polybench/bicg,agent,default,loop,395,396,,init_array,0.0011334655709832812,4e-06,MAYBE,True,False,False
polybench/bicg,agent,default,loop,397,401,,init_array,0.632473788608671,0.002232,YES,True,False,False
polybench/bicg,agent,default,loop,399,400,,init_array,0.6285066591102295,0.002218,YES,True,False,False
polybench/bicg,agent,default,function,392,402,init_array,init_array,0.6336072541796544,0.002236,YES,True,False,False
polybench/bicg,agent,default,function,355,357,pb_timer_start,pb_timer_start,0.0002833663927458203,1e-06,MAYBE,True,False,False
polybench/bicg,agent,default,loop,438,439,,kernel_bicg,0.0002833663927458203,1e-06,MAYBE,False,False,False
polybench/bicg,agent,default,loop,440,448,,kernel_bicg,0.33522244261830547,0.001183,YES,False,False,False
polybench/bicg,agent,default,loop,443,447,,kernel_bicg,0.3301218475488807,0.001165,YES,False,False,False
polybench/bicg,agent,default,function,436,449,kernel_bicg,kernel_bicg,0.33550580901105126,0.001184,YES,False,False,False
polybench/bicg,agent,default,function,359,364,pb_timer_stop,pb_timer_stop,0.007367526211391328,2.6e-05,MAYBE,True,False,False
polybench/bicg,agent,default,loop,415,418,,print_array,0.009634457353357892,3.4e-05,MAYBE,True,False,False
polybench/bicg,agent,default,loop,419,422,,print_array,0.009351090960612072,3.3e-05,MAYBE,True,False,False
polybench/bicg,agent,default,function,412,424,print_array,print_array,0.018985548313969963,6.7e-05,MAYBE,True,False,False
polybench/bicg,agent,default,function,316,320,pb_report,pb_report,0.000850099178237461,3e-06,MAYBE,True,False,False
polybench/bicg,agent,default,function,309,313,pb_emit,pb_emit,0.00821762538962879,2.9e-05,MAYBE,True,False,False
polybench/cholesky,agent,default,function,237,241,polybench_alloc_data,polybench_alloc_data,0.0026899798251513113,8e-06,MAYBE,True,False,False
polybench/cholesky,agent,default,function,225,234,xmalloc,xmalloc,0.0026899798251513113,8e-06,MAYBE,True,False,False
polybench/cholesky,agent,default,function,442,484,main,main,1.0,0.002974,YES,False,False,False
polybench/cholesky,agent,default,loop,388,393,,init_array,0.026899798251513115,8e-05,MAYBE,True,False,False
polybench/cholesky,agent,default,loop,391,392,,init_array,0.02555480833893746,7.6e-05,MAYBE,True,False,False
polybench/cholesky,agent,default,function,385,394,init_array,init_array,0.026899798251513115,8e-05,MAYBE,True,False,False
polybench/cholesky,agent,default,loop,424,437,,kernel_cholesky,0.5988567585743106,0.001781,YES,False,False,False
polybench/cholesky,agent,default,loop,427,428,,kernel_cholesky,0.01109616677874916,3.3e-05,MAYBE,False,False,False
polybench/cholesky,agent,default,loop,430,436,,kernel_cholesky,0.5857431069266981,0.001742,YES,False,False,False
polybench/cholesky,agent,default,loop,433,434,,kernel_cholesky,0.5053799596503026,0.001503,YES,False,False,False
polybench/cholesky,agent,default,function,420,438,kernel_cholesky,kernel_cholesky,0.5988567585743106,0.001781,YES,False,False,False
polybench/cholesky,agent,default,function,353,358,pb_timer_stop,pb_timer_stop,0.006388702084734365,1.9e-05,MAYBE,True,False,False
polybench/cholesky,agent,default,loop,406,410,,print_array,0.3638197713517149,0.001082,YES,True,False,False
polybench/cholesky,agent,default,loop,407,410,,print_array,0.3621385339609953,0.001077,YES,True,False,False
polybench/cholesky,agent,default,function,403,411,print_array,print_array,0.3638197713517149,0.001082,YES,True,False,False
polybench/cholesky,agent,default,function,310,314,pb_report,pb_report,0.0003362474781439139,1e-06,MAYBE,True,False,False
polybench/cholesky,agent,default,function,303,307,pb_emit,pb_emit,0.17316745124411567,0.000515,MAYBE,True,False,False
polybench/correlation,agent,default,function,237,241,polybench_alloc_data,polybench_alloc_data,3.653294256615507e-05,9e-06,MAYBE,True,False,False
polybench/correlation,agent,default,function,225,234,xmalloc,xmalloc,3.653294256615507e-05,9e-06,MAYBE,True,False,False
polybench/correlation,agent,default,function,484,537,main,main,1.0,0.246353,YES,False,False,False
polybench/correlation,agent,default,loop,397,399,,init_array,0.00888562347525705,0.002189,MAYBE,True,False,False
polybench/correlation,agent,default,loop,398,399,,init_array,0.008828794453487476,0.002175,MAYBE,True,False,False
polybench/correlation,agent,default,function,392,400,init_array,init_array,0.008889682691097734,0.00219,MAYBE,True,False,False
polybench/correlation,agent,default,loop,437,443,,kernel_correlation,0.0034381558170592606,0.000847,MAYBE,False,False,False
polybench/correlation,agent,default,loop,440,441,,kernel_correlation,0.00338538601113037,0.000834,MAYBE,False,False,False
polybench/correlation,agent,default,loop,446,457,,kernel_correlation,0.005715375903682927,0.001408,MAYBE,False,False,False
polybench/correlation,agent,default,loop,449,450,,kernel_correlation,0.005622013939347197,0.001385,MAYBE,False,False,False
polybench/correlation,agent,default,loop,460,465,,kernel_correlation,0.0037953668110394436,0.000935,MAYBE,False,False,False
polybench/correlation,agent,default,loop,461,465,,kernel_correlation,0.00371824171006645,0.000916,MAYBE,False,False,False
polybench/correlation,agent,default,loop,468,478,,kernel_correlation,0.9106282448356627,0.224336,YES,False,False,False
polybench/correlation,agent,default,loop,471,477,,kernel_correlation,0.9105632973822118,0.22432,YES,False,False,False
polybench/correlation,agent,default,loop,474,475,,kernel_correlation,0.8892361773552586,0.219066,YES,False,False,False
polybench/correlation,agent,default,function,430,480,kernel_correlation,kernel_correlation,0.9235771433674443,0.227526,YES,False,False,False
polybench/correlation,agent,default,function,359,364,pb_timer_stop,pb_timer_stop,0.00015830941778667196,3.9e-05,MAYBE,True,False,False
polybench/correlation,agent,default,loop,412,416,,print_array,0.06728150255933558,0.016575,MAYBE,True,False,False
polybench/correlation,agent,default,loop,413,416,,print_array,0.06723685118508806,0.016564,MAYBE,True,False,False
polybench/correlation,agent,default,function,409,418,print_array,print_array,0.06728150255933558,0.016575,MAYBE,True,False,False
polybench/correlation,agent,default,function,316,320,pb_report,pb_report,2.0296079203419485e-05,5e-06,MAYBE,True,False,False
polybench/correlation,agent,default,function,309,313,pb_emit,pb_emit,0.03128031726831011,0.007706,MAYBE,True,False,False
polybench/correlation,verify,LARGE,function,237,241,polybench_alloc_data,polybench_alloc_data,3.02871583302227e-07,1.1e-05,MAYBE,True,False,False
polybench/correlation,verify,LARGE,function,225,234,xmalloc,xmalloc,3.02871583302227e-07,1.1e-05,MAYBE,True,False,False
polybench/correlation,verify,LARGE,function,484,537,main,main,1.0,36.319023,YES,False,False,False
polybench/correlation,verify,LARGE,loop,397,399,,init_array,0.0011520133677604709,0.04184,MAYBE,True,False,False
polybench/correlation,verify,LARGE,loop,398,399,,init_array,0.0011490672532683491,0.041733,MAYBE,True,False,False
polybench/correlation,verify,LARGE,function,392,400,init_array,init_array,0.0011520133677604709,0.04184,MAYBE,True,False,False
polybench/correlation,verify,LARGE,loop,437,443,,kernel_correlation,0.0007413470345829513,0.026925,MAYBE,False,False,False
polybench/correlation,verify,LARGE,loop,440,441,,kernel_correlation,0.0007377676431439248,0.026795,MAYBE,False,False,False
polybench/correlation,verify,LARGE,loop,446,457,,kernel_correlation,0.0009134606952395166,0.033176,MAYBE,False,False,False
polybench/correlation,verify,LARGE,loop,449,450,,kernel_correlation,0.0009101015740428921,0.033054,MAYBE,False,False,False
polybench/correlation,verify,LARGE,loop,460,465,,kernel_correlation,0.0005032073687665002,0.018276,MAYBE,False,False,False
polybench/correlation,verify,LARGE,loop,461,465,,kernel_correlation,0.0005016654770696888,0.01822,MAYBE,False,False,False
polybench/correlation,verify,LARGE,loop,468,478,,kernel_correlation,0.9878921853156677,35.879279,YES,False,False,False
polybench/correlation,verify,LARGE,loop,471,477,,kernel_correlation,0.9878852743368123,35.879028,YES,False,False,False
polybench/correlation,verify,LARGE,loop,474,475,,kernel_correlation,0.9827435060684314,35.692284,YES,False,False,False
polybench/correlation,verify,LARGE,function,430,480,kernel_correlation,kernel_correlation,0.9900502004142567,35.957656,YES,False,False,False
polybench/correlation,verify,LARGE,function,359,364,pb_timer_stop,pb_timer_stop,1.8860639505638683e-05,0.000685,MAYBE,True,False,False
polybench/correlation,verify,LARGE,loop,412,416,,print_array,0.008635254312870697,0.313624,MAYBE,True,False,False
polybench/correlation,verify,LARGE,loop,413,416,,print_array,0.008633244346908781,0.313551,MAYBE,True,False,False
polybench/correlation,verify,LARGE,function,409,418,print_array,print_array,0.008635254312870697,0.313624,MAYBE,True,False,False
polybench/correlation,verify,LARGE,function,316,320,pb_report,pb_report,1.6520268180121475e-07,6e-06,MAYBE,True,False,False
polybench/correlation,verify,LARGE,function,309,313,pb_emit,pb_emit,0.0037414828036536115,0.135887,MAYBE,True,False,False
polybench/covariance,agent,default,function,237,241,polybench_alloc_data,polybench_alloc_data,3.381074099619967e-05,1e-05,MAYBE,True,False,False
polybench/covariance,agent,default,function,225,234,xmalloc,xmalloc,3.381074099619967e-05,1e-05,MAYBE,True,False,False
polybench/covariance,agent,default,function,457,507,main,main,1.0,0.295764,YES,False,False,False
polybench/covariance,agent,default,loop,396,398,,init_array,0.00815515072828336,0.002412,MAYBE,True,False,False
polybench/covariance,agent,default,loop,397,398,,init_array,0.00810443461678906,0.002397,MAYBE,True,False,False
polybench/covariance,agent,default,function,391,399,init_array,init_array,0.00815515072828336,0.002412,MAYBE,True,False,False
polybench/covariance,agent,default,loop,431,437,,kernel_covariance,0.003222163616937828,0.000953,MAYBE,False,False,False
polybench/covariance,agent,default,loop,434,435,,kernel_covariance,0.0031815907277423887,0.000941,MAYBE,False,False,False
polybench/covariance,agent,default,loop,440,442,,kernel_covariance,0.001964404051879201,0.000581,MAYBE,False,False,False
polybench/covariance,agent,default,loop,441,442,,kernel_covariance,0.0019103068662852812,0.000565,MAYBE,False,False,False
polybench/covariance,agent,default,loop,445,452,,kernel_covariance,0.9289568710187851,0.274752,YES,False,False,False
polybench/covariance,agent,default,loop,446,452,,kernel_covariance,0.9288892495367926,0.274732,YES,False,False,False
polybench/covariance,agent,default,loop,449,450,,kernel_covariance,0.9086873317915636,0.268757,YES,False,False,False
polybench/covariance,agent,default,function,428,453,kernel_covariance,kernel_covariance,0.9341434386876021,0.276286,YES,False,False,False
polybench/covariance,agent,default,function,359,364,pb_timer_stop,pb_timer_stop,4.057288919543961e-05,1.2e-05,MAYBE,True,False,False
polybench/covariance,agent,default,loop,411,415,,print_array,0.05754250010143221,0.017019,MAYBE,True,False,False
polybench/covariance,agent,default,loop,412,415,,print_array,0.05747487861943982,0.016999,MAYBE,True,False,False
polybench/covariance,agent,default,function,408,417,print_array,print_array,0.05754250010143221,0.017019,MAYBE,True,False,False
polybench/covariance,agent,default,function,316,320,pb_report,pb_report,6.085933379315941e-05,1.8e-05,MAYBE,True,False,False
polybench/covariance,agent,default,function,309,313,pb_emit,pb_emit,0.027062117093358217,0.008004,MAYBE,True,False,False
polybench/covariance,verify,LARGE,function,237,241,polybench_alloc_data,polybench_alloc_data,2.4537920957576554e-07,9e-06,MAYBE,True,False,False
polybench/covariance,verify,LARGE,function,225,234,xmalloc,xmalloc,2.4537920957576554e-07,9e-06,MAYBE,True,False,False
polybench/covariance,verify,LARGE,function,457,507,main,main,1.0,36.677924,YES,False,False,False
polybench/covariance,verify,LARGE,loop,396,398,,init_array,0.0009075759031508981,0.033288,MAYBE,True,False,False
polybench/covariance,verify,LARGE,loop,397,398,,init_array,0.0009056946625441506,0.033219,MAYBE,True,False,False
polybench/covariance,verify,LARGE,function,391,399,init_array,init_array,0.0009075759031508981,0.033288,MAYBE,True,False,False
polybench/covariance,verify,LARGE,function,355,357,pb_timer_start,pb_timer_start,2.7264356619529502e-08,1e-06,MAYBE,True,False,False
polybench/covariance,verify,LARGE,loop,431,437,,kernel_covariance,0.0005810852326320323,0.021313,MAYBE,False,False,False
polybench/covariance,verify,LARGE,loop,434,435,,kernel_covariance,0.0005777317167678303,0.02119,MAYBE,False,False,False
polybench/covariance,verify,LARGE,loop,440,442,,kernel_covariance,0.00023177429562262032,0.008501,MAYBE,False,False,False
polybench/covariance,verify,LARGE,loop,441,442,,kernel_covariance,0.00023046560650488292,0.008453,MAYBE,False,False,False
polybench/covariance,verify,LARGE,loop,445,452,,kernel_covariance,0.9903422832764471,36.323699,YES,False,False,False
polybench/covariance,verify,LARGE,loop,446,452,,kernel_covariance,0.990335712566502,36.323458,YES,False,False,False
polybench/covariance,verify,LARGE,loop,449,450,,kernel_covariance,0.9849084424734618,36.124397,YES,False,False,False
polybench/covariance,verify,LARGE,function,428,453,kernel_covariance,kernel_covariance,0.9911551428047018,36.353513,YES,False,False,False
polybench/covariance,verify,LARGE,function,359,364,pb_timer_stop,pb_timer_stop,8.179306985858852e-07,3e-05,MAYBE,True,False,False
polybench/covariance,verify,LARGE,loop,411,415,,print_array,0.007802813485299768,0.286191,MAYBE,True,False,False
polybench/covariance,verify,LARGE,loop,412,415,,print_array,0.00780093224469302,0.286122,MAYBE,True,False,False
polybench/covariance,verify,LARGE,function,408,417,print_array,print_array,0.007802813485299768,0.286191,MAYBE,True,False,False
polybench/covariance,verify,LARGE,function,316,320,pb_report,pb_report,6.270802022491786e-07,2.3e-05,MAYBE,True,False,False
polybench/covariance,verify,LARGE,function,309,313,pb_emit,pb_emit,0.0036700277801982473,0.134609,MAYBE,True,False,False
polybench/doitgen,agent,default,function,237,241,polybench_alloc_data,polybench_alloc_data,0.0011486331265793707,1e-05,MAYBE,True,False,False
polybench/doitgen,agent,default,function,225,234,xmalloc,xmalloc,0.0011486331265793707,1e-05,MAYBE,True,False,False
polybench/doitgen,agent,default,function,451,502,main,main,1.0,0.008706,YES,False,False,False
polybench/doitgen,agent,default,loop,400,403,,init_array,0.04043188605559384,0.000352,MAYBE,True,False,False
polybench/doitgen,agent,default,loop,401,403,,init_array,0.04031702274293591,0.000351,MAYBE,True,False,False
polybench/doitgen,agent,default,loop,402,403,,init_array,0.038479209740408915,0.000335,MAYBE,True,False,False
polybench/doitgen,agent,default,loop,404,406,,init_array,0.0012634964392373076,1.1e-05,MAYBE,True,False,False
polybench/doitgen,agent,default,loop,405,406,,init_array,0.0010337698139214334,9e-06,MAYBE,True,False,False
polybench/doitgen,agent,default,function,397,407,init_array,init_array,0.04169538249483115,0.000363,MAYBE,True,False,False
polybench/doitgen,agent,default,loop,437,446,,kernel_doitgen,0.680450264185619,0.005924,YES,False,False,False
polybench/doitgen,agent,default,loop,438,446,,kernel_doitgen,0.6803354008729612,0.005923,YES,False,False,False
polybench/doitgen,agent,default,loop,439,443,,kernel_doitgen,0.6625315874109808,0.005768,YES,False,False,False
polybench/doitgen,agent,default,loop,441,442,,kernel_doitgen,0.523776705720193,0.00456,YES,False,False,False
polybench/doitgen,agent,default,loop,444,445,,kernel_doitgen,0.01010797151389846,8.8e-05,MAYBE,False,False,False
polybench/doitgen,agent,default,function,435,447,kernel_doitgen,kernel_doitgen,0.680450264185619,0.005924,YES,False,False,False
polybench/doitgen,agent,default,function,365,370,pb_timer_stop,pb_timer_stop,0.002067539627842867,1.8e-05,MAYBE,True,False,False
polybench/doitgen,agent,default,loop,418,423,,print_array,0.2733746841258902,0.00238,YES,True,False,False
polybench/doitgen,agent,default,loop,419,423,,print_array,0.2733746841258902,0.00238,YES,True,False,False
polybench/doitgen,agent,default,loop,420,423,,print_array,0.2695841948081783,0.002347,YES,True,False,False
polybench/doitgen,agent,default,function,415,425,print_array,print_array,0.2734895474385481,0.002381,YES,True,False,False
polybench/doitgen,agent,default,function,322,326,pb_report,pb_report,0.0005743165632896854,5e-06,MAYBE,True,False,False
polybench/doitgen,agent,default,function,315,319,pb_emit,pb_emit,0.11727544222375373,0.001021,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,function,237,241,polybench_alloc_data,polybench_alloc_data,4.842189610702885e-07,1.2e-05,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,function,225,234,xmalloc,xmalloc,4.842189610702885e-07,1.2e-05,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,function,451,502,main,main,1.0,24.782177,YES,False,False,False
polybench/doitgen,verify,LARGE,loop,400,403,,init_array,0.0065968377193012535,0.163484,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,loop,401,403,,init_array,0.006596514906660541,0.163476,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,loop,402,403,,init_array,0.006511009908451546,0.161357,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,loop,404,406,,init_array,2.566360493672529e-05,0.000636,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,loop,405,406,,init_array,2.5381143876100957e-05,0.000629,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,function,397,407,init_array,init_array,0.006622501324237979,0.16412,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,function,361,363,pb_timer_start,pb_timer_start,4.035158008919071e-08,1e-06,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,loop,437,446,,kernel_doitgen,0.9488545739948512,23.514682,YES,False,False,False
polybench/doitgen,verify,LARGE,loop,438,446,,kernel_doitgen,0.9488543722369507,23.514677,YES,False,False,False
polybench/doitgen,verify,LARGE,loop,439,443,,kernel_doitgen,0.9472903449926937,23.475917,YES,False,False,False
polybench/doitgen,verify,LARGE,loop,441,442,,kernel_doitgen,0.9222753917059022,22.855992,YES,False,False,False
polybench/doitgen,verify,LARGE,loop,444,445,,kernel_doitgen,0.001386076776063701,0.03435,MAYBE,False,False,False
polybench/doitgen,verify,LARGE,function,435,447,kernel_doitgen,kernel_doitgen,0.9488545739948512,23.514682,YES,False,False,False
polybench/doitgen,verify,LARGE,function,365,370,pb_timer_stop,pb_timer_stop,1.1701958225865306e-06,2.9e-05,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,loop,418,423,,print_array,0.0437639921625933,1.084567,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,loop,419,423,,print_array,0.043763830756272944,1.084563,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,loop,420,423,,print_array,0.04367671169486038,1.082404,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,function,415,425,print_array,print_array,0.0437639921625933,1.084567,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,function,322,326,pb_report,pb_report,4.035158008919071e-07,1e-05,MAYBE,True,False,False
polybench/doitgen,verify,LARGE,function,315,319,pb_emit,pb_emit,0.021193739355505368,0.525227,MAYBE,True,False,False
polybench/durbin,agent,default,function,237,241,polybench_alloc_data,polybench_alloc_data,0.0019146084625694046,1e-05,MAYBE,True,False,False
polybench/durbin,agent,default,function,225,234,xmalloc,xmalloc,0.0017231476163124641,9e-06,MAYBE,True,False,False
polybench/durbin,agent,default,function,452,517,main,main,1.0,0.005223,YES,False,False,False
polybench/durbin,agent,default,loop,391,400,,init_array,0.7983917288914417,0.00417,YES,True,False,False
polybench/durbin,agent,default,loop,396,399,,init_array,0.7945625119663029,0.00415,YES,True,False,False
polybench/durbin,agent,default,function,388,401,init_array,init_array,0.7983917288914417,0.00417,YES,True,False,False
polybench/durbin,agent,default,loop,435,445,,kernel_durbin,0.18724870763928775,0.000978,MAYBE,False,False,False
polybench/durbin,agent,default,loop,439,440,,kernel_durbin,0.09343289297338693,0.000488,MAYBE,False,False,False
polybench/durbin,agent,default,loop,442,443,,kernel_durbin,0.08443423319931073,0.000441,MAYBE,False,False,False
polybench/durbin,agent,default,loop,446,447,,kernel_durbin,0.0009573042312847023,5e-06,MAYBE,False,False,False
polybench/durbin,agent,default,function,430,448,kernel_durbin,kernel_durbin,0.18820601187057245,0.000983,MAYBE,False,False,False
